"","FID","Name","Address","Location","geom","Document","HoCo.ID","Tax.Map","Block","Parcel","Lot","Building.Name","Common.Name","Survey.Year","Comments","ZipCode","Menu_Item1","Menu_Item2"
"676","Historic_Sites_View.fid-e93e948_15090ed509b_-1b96","Pfeiffer's Corner School","6109 Rockburn Branch Park","Elkridge","POINT (1377685.38 564484.0349999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-441.pdf"" TARGET=""NEW"">Click Here </a>",441,37,4,235,0,"Pfeiffer's Corner Schoolhouse","","1977","Middle Pax. Env Area?, check address & parcel #, moved to Rockburn Branch Park",NA,NA,NA
"677","Historic_Sites_View.fid-e93e948_15090ed509b_-1b97","Bellow's Spring Methodist","8651Old Annapolis Rd","Jonestown","POINT (1366072.5 567019.7699999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-440.pdf"" TARGET=""NEW"">Click Here </a>",440,30,24,225,0,"Mt. Pisgah AME Church","Bellows Springs Methodist Church","2009","Was 8651 Route 108/Old Annapolis Road",NA,NA,NA
"678","Historic_Sites_View.fid-e93e948_15090ed509b_-1b98","Curtis-Shipley House","5771 Waterloo Rd","Ellicott City","POINT (1368619.74 563155.635)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-439.pdf"" TARGET=""NEW"">Click Here </a>",439,37,1,751,0,"Curtis-Shipley House","James Shipley House; P. Lee Curtis House","1977","",NA,NA,NA
"679","Historic_Sites_View.fid-e93e948_15090ed509b_-1b99","Brothers Partnership","5725 Brothers Partnership","Columbia","POINT (1368082.44 563095.9199999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-438.pdf"" TARGET=""NEW"">Click Here </a>",438,37,1,225,0,"Brothers Partnership","Peter Harmon House","1977","Peter Harmon's Acres",NA,NA,NA
"680","Historic_Sites_View.fid-e93e948_15090ed509b_-1b9a","Reuben Johnson House","8343 Court Ave","Ellicott City","POINT (1369339.1099999999 583184.1)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-437.pdf"" TARGET=""NEW"">Click Here </a>",437,25,7,248,0,"The Reuben Johnson House","The Bright House/Lawyer's Row","1977","",NA,NA,NA
"681","Historic_Sites_View.fid-e93e948_15090ed509b_-1b9b","Isaac J Martin House","3802 Church RD","Ellicott City","POINT (1369684.44 583312.575)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-436.pdf"" TARGET=""NEW"">Click Here </a>",436,25,8,245,0,"Dr. Isaac J. Martin House","The Kroh House","1977","",NA,NA,NA
"682","Historic_Sites_View.fid-e93e948_15090ed509b_-1b9c","Hickory Ridge","13183 Highland Rd","Highland","POINT (1319470.17 552776.715)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-435.pdf"" TARGET=""NEW"">Click Here </a>",435,34,21,188,0,"Hickory Ridge","Gerald Hopkins House; M. Burke Sullivan House","1977","Original house overpowered by addition; scale & detail lost",NA,NA,NA
"683","Historic_Sites_View.fid-e93e948_15090ed509b_-1b9d","Hammond and Gist","6927 Mink Hollow Rd","Highland","POINT (1317128.13 550246.74)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-434.pdf"" TARGET=""NEW"">Click Here </a>",434,40,2,307,0,"Hammond and Gist","Cissel House/Sandstone Farm","1977","Fenestration altered",NA,NA,NA
"684","Historic_Sites_View.fid-e93e948_15090ed509b_-1b9e","Guilford Methodist Church","9405 Guilford Rd","Guilford","POINT (1359060.2999999998 545763.345)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-432.pdf"" TARGET=""NEW"">Click Here </a>",432,42,16,329,0,"Alberta G. Gary Memorial M. E. Church","Guilford Methodist Church","1978","",NA,NA,NA
"685","Historic_Sites_View.fid-e93e948_15090ed509b_-1b9f","Felicity","5471 Old Columbia Rd","Columbia","POINT (1355686.71 566231.58)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-430.pdf"" TARGET=""NEW"">Click Here </a>",430,30,21,199,0,"Felicity","","1977","Barn poor condition",NA,NA,NA
"686","Historic_Sites_View.fid-e93e948_15090ed509b_-1ba0","","Marshalee Dr","Elkridge","POINT (1379924.49 559164.255)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-093.pdf"" TARGET=""NEW"">Click Here </a>",93,37,11,687,0,"Lyndwood; Markham","Marshallee","1976","No Longer exists",NA,NA,NA
"687","Historic_Sites_View.fid-e93e948_15090ed509b_-1ba1","Trinity Church Rectory","7474 Washington Blvd","Elkridge","POINT (1377409.8599999999 551608.59)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-429.pdf"" TARGET=""NEW"">Click Here </a>",429,43,4,592,0,"Trinity Church Rectory","","1977","MDAT lists address as WASHINGTON BLVD.",NA,NA,NA
"688","Historic_Sites_View.fid-e93e948_15090ed509b_-1ba2","Trinity Chapel","6010 Pfeiffer Pl","Pfeiffer's Corner","POINT (1369818.45 560460.9149999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-0.pdf"" TARGET=""NEW"">Click Here </a>",0,37,8,560,0,"Trinity Chapel Sunday School Building","","1979","Should address be 6010 Waterloo Road (MD 108)?",NA,NA,NA
"689","Historic_Sites_View.fid-e93e948_15090ed509b_-1ba3","Springdale Farms","13705 Brighton Dam Rd","Clarksville","POINT (1316463.18 557799.1499999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-426.pdf"" TARGET=""NEW"">Click Here </a>",426,34,14,423,0,"Springdale Farm","","1979","Not located",NA,NA,NA
"690","Historic_Sites_View.fid-e93e948_15090ed509b_-1ba4","Windy Acres","7389 Pindell School Rd","Fulton","POINT (1335601.5899999999 546975.63)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-425.pdf"" TARGET=""NEW"">Click Here </a>",425,41,8,302,0,"Windy Acres","","1979","Not located",NA,NA,NA
"691","Historic_Sites_View.fid-e93e948_15090ed509b_-1ba5","Grimmet's Chance","7000 Sanner Rd","Clarksville","POINT (1340686.92 549963.63)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-424.pdf"" TARGET=""NEW"">Click Here </a>",424,41,4,348,0,"Grimmet's Chance","","1979","",NA,NA,NA
"692","Historic_Sites_View.fid-e93e948_15090ed509b_-1ba6","Brick House Farm","4649 Sheppard Ln","Ellicott City","POINT (1329931.89 573340.14)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-423.pdf"" TARGET=""NEW"">Click Here </a>",423,28,12,51,0,"Brick House Farm","","1979","",NA,NA,NA
"693","Historic_Sites_View.fid-e93e948_15090ed509b_-1ba7","Avoca","4824 Montgomery Rd","Ellicott City","POINT (1368233.0399999998 572389.335)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-422.pdf"" TARGET=""NEW"">Click Here </a>",422,31,7,440,0,"Chews Resolution Manor","Avoca","1977","",NA,NA,NA
"694","Historic_Sites_View.fid-e93e948_15090ed509b_-1ba8","Stone House at bon Air Ma","4394 New Cut Rd","Ellicott City","POINT (1368976.5899999999 577045.125)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-900.pdf"" TARGET=""NEW"">Click Here </a>",900,25,19,69,0,"Stone House at Bon Air Manor","Benson's Park; Boyce's Trouble","2007","",NA,NA,NA
"695","Historic_Sites_View.fid-e93e948_15090ed509b_-1ba9","Landing Rd Cider Mill","5012 Landing Rd","Elkridge","POINT (1378875.51 570169.6649999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-420.pdf"" TARGET=""NEW"">Click Here </a>",420,31,10,243,0,"Landing Road Cider Mill","","1979","To be demolished. Surveyed by ARM 2002",NA,NA,NA
"696","Historic_Sites_View.fid-e93e948_15090ed509b_-1baa","Holly House Farm","8105 Holly Manor Way","Fulton","POINT (1329578.3699999999 539978.625)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-419.pdf"" TARGET=""NEW"">Click Here </a>",419,45,6,24,0,"Holly House Farm","","2007","Surveyed by CBT 1979",NA,NA,NA
"697","Historic_Sites_View.fid-e93e948_15090ed509b_-1bab","Appandale","3274 Jones Rd","Woodbine","POINT (1284354.1199999999 588226.3949999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-418.pdf"" TARGET=""NEW"">Click Here </a>",418,20,3,37,0,"Annandale","","1979","",NA,NA,NA
"698","Historic_Sites_View.fid-e93e948_15090ed509b_-1bac","Frog Range","15420 Frederick Rd","Lisbon","POINT (1297776.48 606820.5599999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-417.pdf"" TARGET=""NEW"">Click Here </a>",417,8,8,133,4,"Frog Range","","1979","MDAT lists address as FREDERICK ROAD",NA,NA,NA
"699","Historic_Sites_View.fid-e93e948_15090ed509b_-1bad","Pindell's Store & House","2960 Route 97","Glenwood","POINT (1304288.0999999999 590795.6549999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-414.pdf"" TARGET=""NEW"">Click Here </a>",414,14,22,132,0,"Pindell's Store and House","Mathews Post Office, Maryland Dependence","1979","MDAT lists address as ROUTE 97",NA,NA,NA
"700","Historic_Sites_View.fid-e93e948_15090ed509b_-1bae","Hickory","3210 Florence Rd","Woodbine","POINT (1287407.5499999998 593379.975)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-413.pdf"" TARGET=""NEW"">Click Here </a>",413,13,16,285,0,"Hickory","","1979","Hickory Subdivision, Lot 1",NA,NA,NA
"701","Historic_Sites_View.fid-e93e948_15090ed509b_-1baf","Grey Rock","3518 Angus Valley Trail","Ellicott City","POINT (1355242.26 584938.71)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-412.pdf"" TARGET=""NEW"">Click Here </a>",412,24,9,1178,306,"Gray Rock","","1977","",NA,NA,NA
"702","Historic_Sites_View.fid-e93e948_15090ed509b_-1bb0","Woodlawn Farms Slave Qrtr","9258 Old Annapolis Rd","Columbia","POINT (1361742.72 570884.1749999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-411.pdf"" TARGET=""NEW"">Click Here </a>",411,30,11,346,0,"Woodlawn Slave Quarters","","2006","Nearly ruins. MDAT lists address as BENDIX ROAD",NA,NA,NA
"703","Historic_Sites_View.fid-e93e948_15090ed509b_-1bb1","Ivy Hill","1201 Driver Road","Marriottsville","POINT (1343125.1099999999 608686.695)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-410.pdf"" TARGET=""NEW"">Click Here </a>",410,10,11,12,0,"Ivy Hill","","1977","",NA,NA,NA
"704","Historic_Sites_View.fid-e93e948_15090ed509b_-1bb2","Shipley's Search","1465 Underwood Rd","Sykesville","POINT (1320759.21 607190.355)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-409.pdf"" TARGET=""NEW"">Click Here </a>",409,9,9,130,0,"Shipley's Search","Indian Caves","1979","",NA,NA,NA
"705","Historic_Sites_View.fid-e93e948_15090ed509b_-1bb3","Sapling House","14831 Triadelphia Rd","Glenelg","POINT (1306889.94 576517.26)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-408.pdf"" TARGET=""NEW"">Click Here </a>",408,27,5,93,0,"Sapling Range","","1979","",NA,NA,NA
"706","Historic_Sites_View.fid-e93e948_15090ed509b_-1bb4","Invasion","13155 Rt 144","West Friendship","POINT (1320568.89 596555.73)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-407.pdf"" TARGET=""NEW"">Click Here </a>",407,15,9,8,0,"Invasion","Dawn Acres","1977","",NA,NA,NA
"707","Historic_Sites_View.fid-e93e948_15090ed509b_-1bb5","Good Fellowship","1795 Woodstock Rd","Woodstock","POINT (1347327.3299999998 602601.6449999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-190.pdf"" TARGET=""NEW"">Click Here </a>",190,10,24,225,0,"Good Fellowship","The Carl R. Myers House","1977","",NA,NA,NA
"708","Historic_Sites_View.fid-e93e948_15090ed509b_-1bb6","Pleasant Fields","4007 Old Columbia Pike","Ellicott City","POINT (1365601.17 580548.4349999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-405.pdf"" TARGET=""NEW"">Click Here </a>",405,24,18,337,0,"Pleasant Fields/Talbott's Last Shift","The Cook Residence","1978","",NA,NA,NA
"709","Historic_Sites_View.fid-e93e948_15090ed509b_-1bb7","","4075 Old Columbia Pike","Daisy","POINT (1294692.1199999999 594945.69)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-620.pdf"" TARGET=""NEW"">Click Here </a>",620,14,7,181,0,"Warfield/Flaherty Property","","1998","",NA,NA,NA
"710","Historic_Sites_View.fid-e93e948_15090ed509b_-1bb8","Meyer-Manner House","10097 Century Dr","Ellicott City","POINT (1351826.88 576859.725)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-403.pdf"" TARGET=""NEW"">Click Here </a>",403,24,20,451,0,"Meyer-Manner House","The Manner House","1978","",NA,NA,NA
"711","Historic_Sites_View.fid-e93e948_15090ed509b_-1bb9","McKenzie's Discovery","2416 McKenzie Rd","Ellicott City","POINT (1356145.77 596585.7)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-402.pdf"" TARGET=""NEW"">Click Here </a>",402,17,9,172,1,"McKenzie's Discovery","","1978","",NA,NA,NA
"712","Historic_Sites_View.fid-e93e948_15090ed509b_-1bba","Rebecca's Lot","3621 MacAlpine Rd","Ellicott City","POINT (1360612.6199999999 584266.245)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-400.pdf"" TARGET=""NEW"">Click Here </a>",400,24,11,1006,0,"MacAlpine","","1977","1985 Decorator Show House",NA,NA,NA
"713","Historic_Sites_View.fid-e93e948_15090ed509b_-1bbb","Bon Air Manor Gatehouse","4336 New Cut Rd","Ellicott City","POINT (1369207.7999999998 577398.945)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-399.pdf"" TARGET=""NEW"">Click Here </a>",399,25,19,293,0,"Gate House at Bon Air Manor","","1982","",NA,NA,NA
"714","Historic_Sites_View.fid-e93e948_15090ed509b_-1bbc","Bon Air Manor","4445 Stone Crest Dr","Ellicott City","POINT (1368429.3599999999 576062.385)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-398.pdf"" TARGET=""NEW"">Click Here </a>",398,31,1,2,27,"Bon Air","Stonecrest","2002","Should be Parcel 805?",NA,NA,NA
"715","Historic_Sites_View.fid-e93e948_15090ed509b_-1bbd","St John's Cemetery Lodge","St Johns Ln","Ellicott City","POINT (1361374.95 585801.51)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-397.pdf"" TARGET=""NEW"">Click Here </a>",397,24,5,759,0,"Rebecca's Lot","St. John's Cemetery Lodge","1977","Not located; Field check should be Parcel 759, 3480 St. John's Lane?",NA,NA,NA
"716","Historic_Sites_View.fid-e93e948_15090ed509b_-1bbe","Woodley","3925 St Johns Ln","Ellicott City","POINT (1362245.94 581292.0449999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-396.pdf"" TARGET=""NEW"">Click Here </a>",396,24,17,990,0,"Woodley and Woodley Smoke House","","1979","",NA,NA,NA
"717","Historic_Sites_View.fid-e93e948_15090ed509b_-1bbf","Dr Taylor's House","3876 Old Columbia Pike","Ellicott City","POINT (1367519.16 582231.21)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-395.pdf"" TARGET=""NEW"">Click Here </a>",395,25,13,237,0,"St. Clement's Episcopal Boy's School","Dr. Taylor's House","1978","",NA,NA,NA
"718","Historic_Sites_View.fid-e93e948_15090ed509b_-1bc0","White Hall","4130 Chatham Rd","Ellicott City","POINT (1358663.3699999999 579673.9349999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-394.pdf"" TARGET=""NEW"">Click Here </a>",394,24,22,297,0,"White Hall","","1976","1998 Decorator Show House",NA,NA,NA
"719","Historic_Sites_View.fid-e93e948_15090ed509b_-1bc1","Morning Choice","6560 Belmont Woods Rd","Elkridge","POINT (1383917.88 566116.7849999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-393.pdf"" TARGET=""NEW"">Click Here </a>",393,31,24,244,0,"Morning Choice","","1979","",NA,NA,NA
"720","Historic_Sites_View.fid-e93e948_15090ed509b_-1bc2","Mt Clement","4446 Bonnie Branch Rd","Ilchester","POINT (1378582.17 576958.575)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-392.pdf"" TARGET=""NEW"">Click Here </a>",392,25,23,86,0,"St. Mary's College and Chapel","Mount Clement","1979","Demo permit 1/27/2006 for wall, building burned, JG addendum 10/1/04 for ruins",NA,NA,NA
"721","Historic_Sites_View.fid-e93e948_15090ed509b_-1bc3","Olney","6781 Norris Ln","Elkridge","POINT (1383492.5699999998 571795.965)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-391.pdf"" TARGET=""NEW"">Click Here </a>",391,31,12,142,0,"Olney","","1979","",NA,NA,NA
"722","Historic_Sites_View.fid-e93e948_15090ed509b_-1bc4","Talbott's Last Shift","","Ellicott City","POINT (1378196.88 568140.4199999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-390.pdf"" TARGET=""NEW"">Click Here </a>",390,31,16,641,0,"Talbotts Last Shift","","1977","Demo permit approved but house retained and renovated beyond recognition",NA,NA,NA
"723","Historic_Sites_View.fid-e93e948_15090ed509b_-1bc5","Edward Stead House","6235  Lawyers Hill Rd","Elkridge","POINT (1390200.5699999998 564515.46)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-389.pdf"" TARGET=""NEW"">Click Here </a>",389,38,2,23,0,"Edward Stead House","The Gables; West View","1977","Not located; Gables at Lawyers Hill Lot 9; N.R./local Historic District. JH",NA,NA,NA
"724","Historic_Sites_View.fid-e93e948_15090ed509b_-1bc6","Cross Winds","7255 Montgomery Rd","Elkridge","POINT (1389669.45 562019.445)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-388.pdf"" TARGET=""NEW"">Click Here </a>",388,38,2,30,0,"Cross Winds","","1977","Burned down December 2003.",NA,NA,NA
"725","Historic_Sites_View.fid-e93e948_15090ed509b_-1bc7","Hockley in the Hole","5925 River Rd","Elkridge","POINT (1392669.96 567031.4099999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-387.pdf"" TARGET=""NEW"">Click Here </a>",387,32,21,44,0,"Hockley","","2007","",NA,NA,NA
"726","Historic_Sites_View.fid-e93e948_15090ed509b_-1bc8","Rokeby","6393 Rockburn Hill Rd","Elkridge","POINT (1389184.74 566679.315)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-386.pdf"" TARGET=""NEW"">Click Here </a>",386,32,20,61,0,"Rokeby","","1977","",NA,NA,NA
"727","Historic_Sites_View.fid-e93e948_15090ed509b_-1bc9","Boyle House","5695 Main St","Elkridge","POINT (1395108.66 564715.695)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-385.pdf"" TARGET=""NEW"">Click Here </a>",385,38,4,101,0,"Boyle House","","1979","",NA,NA,NA
"728","Historic_Sites_View.fid-e93e948_15090ed509b_-1bca","Grimes Colored Church","7134 Montgomery Rd","Elkridge","POINT (1388429.19 562416.2699999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-384.pdf"" TARGET=""NEW"">Click Here </a>",384,38,2,768,0,"Gaines A. M. E. Church","Grimes Colored Church","1979","",NA,NA,NA
"729","Historic_Sites_View.fid-e93e948_15090ed509b_-1bcb","Melville Chapel","5660 Furnace Ave","Elkridge","POINT (1395368.5499999998 563937.24)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-383.pdf"" TARGET=""NEW"">Click Here </a>",383,38,4,433,0,"Melville Methodist Episcopal Chapel (and Cemetery)","Melville United Methodist Episcopal Church","UNK","",NA,NA,NA
"730","Historic_Sites_View.fid-e93e948_15090ed509b_-1bcc","Grace Episcopal Church","5731 Elkridge Heights Rd","Elkridge","POINT (1394391.96 563589.2699999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-382.pdf"" TARGET=""NEW"">Click Here </a>",382,38,4,592,0,"Grace Episcopal Church (and Cemetery)","","UNK","",NA,NA,NA
"731","Historic_Sites_View.fid-e93e948_15090ed509b_-1bcd","Elk Ridge Assembly Rooms","6090 Lawyers Hill Rd","Elkridge","POINT (1391255.88 565401.9149999999)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-381.pdf"" TARGET=""NEW"">Click Here </a>",381,32,21,38,0,"The Elk Ridge Assembly Rooms","Lawyers Hill Assembly Rooms","1977","",NA,NA,NA
"732","Historic_Sites_View.fid-e93e948_15090ed509b_-1bce","Misses' Dobbins House","6078 Lawyers Hill Rd","Elkridge","POINT (1391573.7 565745.49)","<a href=""http://data.howardcountymd.gov/scannedpdf/Historic_Sites/HO-380.pdf"" TARGET=""NEW"">Click Here </a>",380,32,21,55,0,"The Misses' Dobbins House","The Thomas Dobbins House/The Dougherty House","1977","",NA,NA,NA
